<S> <S>+BSTag
"Elbette	elbette <adv> <Dan_0> <n>
"Elbette	elbette <adv> <Dan_0> <n> <3s>
başını	baş <n> <p3s> <acc>
başını	baş <n> <p3s> <acc> <3s>
başını	baş <n> <p3s> <acc> <3p>
salladı.	salla <v> <t_past> <3p>
salladı.	sal <n> <D_lA> <v> <t_past> <3s>
salladı.	sal <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Ben	ben <prn> <pers> <3s>
"Ben	ben <prn> <pers> <3p>
değil!"	değil <not> <3p>
değil!"	değ <v> <pass> <t_imp> <2s>
değil!"	değ <v> <pass> <t_imp> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
yanıtladı.	yanıtla <v> <t_past> <3p>
yanıtladı.	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı.	yanıt <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Geçen	geçen <n> <3s>
"Geçen	geçen <n> <3p>
"Geçen	geç <v> <part_yan>
"Geçen	geç <v> <part_yan> <3s>
"Geçen	geç <v> <part_yan> <3p>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
kavga	kavga <n> <3s>
kavga	kavga <n> <3p>
ettiktam	<unk>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
delirmeden	delir <v> <D_mA> <n> <abl> <3s>
delirmeden	delir <v> <D_mA> <n> <abl> <3p>
delirmeden	delir <v> <neg> <cv_dan>
delirmeden	delir <v> <vn_ma> <abl>
delirmeden	delir <v> <vn_ma> <abl> <3s>
delirmeden	delir <v> <vn_ma> <abl> <3p>
önce,	önce <adv> <Dan_0> <n>
önce,	önce <adv> <Dan_0> <n> <3s>
önce,	önce <adv> <Dan_0> <n> <3p>
önce,	önce <postp>
önce,	ön <n> <D_CA> <adj>
önce,	ön <n> <D_CA> <adj> <Djn_0> <n>
önce,	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce,	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce,	ön <n> <D_CA> <adv>
önce,	ön <n> <D_CA> <adv> <Dan_0> <n>
önce,	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce,	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce,	ön <n> <D_CA> <n>
önce,	ön <n> <D_CA> <n> <3s>
önce,	ön <n> <D_CA> <n> <3p>
önce,	ön <n> <ca>
bilirsiniz"	<unk>
(çay	çay <n> <3s>
(çay	çay <n> <3p>
kaşığıyla	kaşık <n> <p3s> <ins> <3s>
kaşığıyla	kaşık <n> <p3s> <ins> <3p>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı'nı	tavşan <n> <p2s> <acc> <3s>
Tavşanı'nı	tavşan <n> <p2s> <acc> <3p>
Tavşanı'nı	tavşan <n> <p3s> <acc>
Tavşanı'nı	tavşan <n> <p3s> <acc> <3s>
Tavşanı'nı	tavşan <n> <p3s> <acc> <3p>
işaret	işaret <n> <3s>
işaret	işaret <n> <3p>
ederek,)	<unk>
"Kupa	kupa <n> <3s>
"Kupa	kupa <n> <3p>
Kraliçesi'nin	kraliçe <n> <p3s> <gen> <3s>
Kraliçesi'nin	kraliçe <n> <p3s> <gen> <3p>
verdiği	ver <v> <vn_dik> <p3s> <3s>
verdiği	ver <v> <vn_dik> <p3s> <3p>
verdiği	ver <v> <vn_dik> <acc>
verdiği	ver <v> <vn_dik> <acc> <3s>
verdiği	ver <v> <vn_dik> <acc> <3p>
verdiği	ver <v> <part_dik> <p3s>
verdiği	ver <v> <part_dik> <p3s> <3s>
verdiği	ver <v> <part_dik> <p3s> <3p>
verdiği	ver <v> <part_dik> <acc>
verdiği	ver <v> <part_dik> <acc> <3s>
verdiği	ver <v> <part_dik> <acc> <3p>
verdiği	ver <v> <cv_dik> <p3s>
büyük	büyük <adj> <Djn_0> <n>
büyük	büyük <adj> <Djn_0> <n> <3s>
büyük	büyük <adj> <Djn_0> <n> <3p>
konserdeydi	konser <n> <loc> <cpl_di> <3p>
konserdeydi	konser <n> <loc> <3p> <cpl_di>
ve	ve <cnjadv>
şarkı	şarkı <n> <3s>
şarkı	şarkı <n> <3p>
şarkı	şark <n> <p3s>
şarkı	şark <n> <p3s> <3s>
şarkı	şark <n> <p3s> <3p>
şarkı	şark <n> <acc>
şarkı	şark <n> <acc> <3s>
şarkı	şark <n> <acc> <3p>
söylemek	söyle <v> <vn_mak> <3s>
söylemek	söyle <v> <vn_mak> <3p>
söylemek	söyle <v> <vinf>
söylemek	söyle <v> <cv_mak>
zorunda	zor <adj> <Djn_0> <n> <p2s> <loc> <3s>
zorunda	zor <adj> <Djn_0> <n> <p2s> <loc> <3p>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc> <3s>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc> <3p>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc> <3s>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc> <3p>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc> <3s>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc> <3p>
kaldım	kal <v> <t_past> <1s>
'Pırıl	pırıl <adj> <Djn_0> <n>
'Pırıl	pırıl <adj> <Djn_0> <n> <3s>
'Pırıl	pırıl <adj> <Djn_0> <n> <3p>
pırıl,	pırıl <adj> <Djn_0> <n>
pırıl,	pırıl <adj> <Djn_0> <n> <3s>
pırıl,	pırıl <adj> <Djn_0> <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
yarasa!	yarasa <n> <3s>
yarasa!	yarasa <n> <3p>
yarasa!	yara <v> <t_cond> <3s>
yarasa!	yara <v> <t_cond> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Nasıl	nasıl <adv> <Dan_0> <n>
"Nasıl	nasıl <adv> <Dan_0> <n> <3s>
"Nasıl	nasıl <adv> <Dan_0> <n> <3p>
da	<unk>
merak	merak <n> <3s>
merak	merak <n> <3p>
ediyorum	<unk>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
yapıyorsun!"	<unk>
Şarkıyı	şarkı <n> <acc> <3s>
Şarkıyı	şarkı <n> <acc> <3p>
biliyorsun,	bil <v> <t_cont> <2s>
belki?”	<unk>
"Böyle	böyle <adj> <Djn_0> <n>
"Böyle	böyle <adj> <Djn_0> <n> <3s>
"Böyle	böyle <adj> <Djn_0> <n> <3p>
"Böyle	böyle <adv>
"Böyle	böyle <adv> <Dan_0> <n>
"Böyle	böyle <adv> <Dan_0> <n> <3s>
"Böyle	böyle <adv> <Dan_0> <n> <3p>
"Böyle	böyle <ij>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
duydum,"	duy <v> <t_past> <1s>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Devam	devam <n> <3s>
"Devam	devam <n> <3p>
"Devam	deva <n> <p1s>
"Devam	deva <n> <p1s> <3s>
"Devam	deva <n> <p1s> <3p>
ediyor,	et <v> <t_cont> <3p>
ediyor,	et <v> <cv_iyor>
bilirsiniz,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı,	şapka <n> <D_CI> <n>
Şapkacı,	şapka <n> <D_CI> <n> <3s>
Şapkacı,	şapka <n> <D_CI> <n> <3p>
"şu	şu <prn> <dem> <3s>
"şu	şu <prn> <dem> <3p>
"şu	şu <det>
şekilde:	şekil <n> <loc> <3s>
şekilde:	şekil <n> <loc> <3p>
Dünyanın	dünya <n> <p2s> <gen> <3s>
Dünyanın	dünya <n> <p2s> <gen> <3p>
Dünyanın	dünya <n> <gen>
Dünyanın	dünya <n> <gen> <3s>
Dünyanın	dünya <n> <gen> <3p>
yukarısında	yukarı <adv> <Dan_0> <n> <p3s> <loc> <3s>
yukarısında	yukarı <adv> <Dan_0> <n> <p3s> <loc> <3p>
uçarsın,	uç <v> <t_aor> <2s>
Gökyüzünde	gökyüzü <n> <p2s> <loc> <3s>
Gökyüzünde	gökyüzü <n> <p2s> <loc> <3p>
Gökyüzünde	gökyüz <n> <p2s> <loc>
Gökyüzünde	gökyüz <n> <p2s> <loc> <3s>
Gökyüzünde	gökyüz <n> <p2s> <loc> <3p>
Gökyüzünde	gökyüz <n> <p3s> <loc>
Gökyüzünde	gökyüz <n> <p3s> <loc> <3s>
Gökyüzünde	gökyüz <n> <p3s> <loc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
çay	çay <n> <3s>
çay	çay <n> <3p>
tepsisi	tepsi <n> <p3s> <3s>
tepsisi	tepsi <n> <p3s> <3p>
gibi.	gibi <cnjsub>
</S> </S>+ESTag
<S> <S>+BSTag
Parılda,	parılda <v> <t_imp> <3p>
parılda’”	<unk>
Burada	bura <prn> <locp> <loc> <3s>
Burada	bura <prn> <locp> <loc> <3p>
Uyur	uyu <v> <t_aor> <3p>
Fare	fare <n> <3s>
Fare	fare <n> <3p>
kendini	kendi <n> <p2s> <acc> <3s>
kendini	kendi <n> <p2s> <acc> <3p>
kendini	kendi <prn> <p2s> <acc>
kendini	kendi <prn> <p2s> <acc> <3s>
kendini	kendi <prn> <p2s> <acc> <3p>
salladı	salla <v> <t_past> <3p>
salladı	sal <n> <D_lA> <v> <t_past> <3s>
salladı	sal <n> <D_lA> <v> <t_past> <3p>
ve	ve <cnjadv>
uykusunda	uyku <n> <p3s> <loc> <3s>
uykusunda	uyku <n> <p3s> <loc> <3p>
"Parılda,	parılda <v> <t_imp> <3p>
parılda,	parılda <v> <t_imp> <3p>
parılda,	parılda <v> <t_imp> <3p>
parılda"	parılda <v> <t_imp> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
şarkı	şarkı <n> <3s>
şarkı	şarkı <n> <3p>
şarkı	şark <n> <p3s>
şarkı	şark <n> <p3s> <3s>
şarkı	şark <n> <p3s> <3p>
şarkı	şark <n> <acc>
şarkı	şark <n> <acc> <3s>
şarkı	şark <n> <acc> <3p>
söylemeye	söyle <v> <D_mA> <n> <dat> <3s>
söylemeye	söyle <v> <D_mA> <n> <dat> <3p>
söylemeye	söyle <v> <neg> <t_opt> <3s>
söylemeye	söyle <v> <neg> <t_opt> <3p>
söylemeye	söyle <v> <vn_ma> <dat>
söylemeye	söyle <v> <vn_ma> <dat> <3s>
söylemeye	söyle <v> <vn_ma> <dat> <3p>
söylemeye	söyle <v> <vn_mak> <dat>
söylemeye	söyle <v> <vn_mak> <dat> <3s>
söylemeye	söyle <v> <vn_mak> <dat> <3p>
söylemeye	söyle <v> <vinf> <dat>
başladı	baş <n> <D_lA> <v> <t_past> <3p>
ve	ve <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
durdurmak	dur <v> <caus> <vn_mak> <3s>
durdurmak	dur <v> <caus> <vn_mak> <3p>
durdurmak	dur <v> <caus> <vinf>
durdurmak	dur <v> <caus> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
çimdiklemek	çimdikle <v> <vn_mak> <3s>
çimdiklemek	çimdikle <v> <vn_mak> <3p>
çimdiklemek	çimdikle <v> <vinf>
çimdiklemek	çimdikle <v> <cv_mak>
çimdiklemek	çimdik <n> <D_lA> <v> <vn_mak>
çimdiklemek	çimdik <n> <D_lA> <v> <vn_mak> <3s>
çimdiklemek	çimdik <n> <D_lA> <v> <vn_mak> <3p>
çimdiklemek	çimdik <n> <D_lA> <v> <vinf>
çimdiklemek	çimdik <n> <D_lA> <v> <cv_mak>
zorunda	zor <adj> <Djn_0> <n> <p2s> <loc> <3s>
zorunda	zor <adj> <Djn_0> <n> <p2s> <loc> <3p>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc> <3s>
zorunda	zor <adj> <Djn_0> <n> <p3s> <loc> <3p>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc> <3s>
zorunda	zor <adv> <Dan_0> <n> <p2s> <loc> <3p>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc> <3s>
zorunda	zor <adv> <Dan_0> <n> <p3s> <loc> <3p>
kalacak	kala <n> <D_CAK> <n> <3s>
kalacak	kala <n> <D_CAK> <n> <3p>
kalacak	kal <v> <t_fut> <3s>
kalacak	kal <v> <t_fut> <3p>
kalacak	kal <v> <vn_acak>
kalacak	kal <v> <vn_acak> <3s>
kalacak	kal <v> <vn_acak> <3p>
kalacak	kal <v> <part_acak>
kalacak	kal <v> <part_acak> <3s>
kalacak	kal <v> <part_acak> <3p>
kalacak	kal <v> <cv_acak>
kalacak	kal <v> <cv_ecek>
kadar	<unk>
uzun	uzun <adj> <Djn_0> <n>
uzun	uzun <adj> <Djn_0> <n> <3s>
uzun	uzun <adj> <Djn_0> <n> <3p>
uzun	uz <n> <p2s>
uzun	uz <n> <p2s> <3s>
uzun	uz <n> <p2s> <3p>
uzun	uz <n> <gen>
uzun	uz <n> <gen> <3s>
uzun	uz <n> <gen> <3p>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti.	et <n> <cpl_di> <3p>
etti.	et <n> <3p> <cpl_di>
etti.	et <v> <t_past> <3s>
etti.	et <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Pekâlâ,	<unk>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n> <3s>
birinci	bir <num> <D_IncI> <adj> <Djn_0> <n> <3p>
kıtayı	kıta <n> <acc> <3s>
kıtayı	kıta <n> <acc> <3p>
neredeyse	neredeyse <adv> <Dan_0> <n>
neredeyse	neredeyse <adv> <Dan_0> <n> <3s>
neredeyse	neredeyse <adv> <Dan_0> <n> <3p>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3s>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3p>
neredeyse	nere <prn> <qst> <loc> <3p> <cpl_sa>
bitirmiştim,"	<unk>
dedi	de <v> <t_past> <3p>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı,	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı,	şapka <n> <D_CI> <n>
Şapkacı,	şapka <n> <D_CI> <n> <3s>
Şapkacı,	şapka <n> <D_CI> <n> <3p>
"Kraliçe	kraliçe <n> <3s>
"Kraliçe	kraliçe <n> <3p>
ayağa	ayak <n> <dat> <3s>
ayağa	ayak <n> <dat> <3p>
fırlayıp,	fır <adv> <Dan_0> <n> <D_lA> <v> <cv_ip>
'Zamanı	zaman <n> <p3s> <3s>
'Zamanı	zaman <n> <p3s> <3p>
'Zamanı	zaman <n> <acc>
'Zamanı	zaman <n> <acc> <3s>
'Zamanı	zaman <n> <acc> <3p>
öldürüyor!	öl <v> <caus> <t_cont> <3p>
öldürüyor!	öl <v> <caus> <cv_iyor>
</S> </S>+ESTag
<S> <S>+BSTag
"Kafasını	kafa <n> <p3s> <acc> <3s>
"Kafasını	kafa <n> <p3s> <acc> <3p>
kesin!"	kesin <adj> <Djn_0> <n>
kesin!"	kesin <adj> <Djn_0> <n> <3s>
kesin!"	kesin <adj> <Djn_0> <n> <3p>
kesin!"	kesin <v> <t_imp> <2s>
kesin!"	kesin <v> <t_imp> <3p>
kesin!"	kes <n> <p2s>
kesin!"	kes <n> <p2s> <3s>
kesin!"	kes <n> <p2s> <3p>
kesin!"	kes <n> <gen>
kesin!"	kes <n> <gen> <3s>
kesin!"	kes <n> <gen> <3p>
kesin!"	kes <v> <t_imp> <2p>
"Ne	ne <prn> <qst> <3s>
"Ne	ne <prn> <qst> <3p>
"Ne	ne <cnjcoo>
kadar	<unk>
korkunç	korkunç <n> <3s>
korkunç	korkunç <n> <3p>
derecede	derece <n> <loc> <3s>
derecede	derece <n> <loc> <3p>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <n> <loc>
derecede	dere <n> <D_CA> <n> <loc> <3s>
derecede	dere <n> <D_CA> <n> <loc> <3p>
vahşi!"	vahşi <adj> <Djn_0> <n>
vahşi!"	vahşi <adj> <Djn_0> <n> <3s>
vahşi!"	vahşi <adj> <Djn_0> <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
haykırdı	haykır <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Ve	ve <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
zamandan	zaman <n> <abl> <3s>
zamandan	zaman <n> <abl> <3p>
beri,"	beri <adv> <Dan_0> <n>
beri,"	beri <adv> <Dan_0> <n> <3s>
beri,"	beri <adv> <Dan_0> <n> <3p>
beri,"	beri <n>
beri,"	beri <n> <3s>
beri,"	beri <n> <3p>
beri,"	beri <postp>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı	şapka <n> <D_CI> <n>
Şapkacı	şapka <n> <D_CI> <n> <3s>
Şapkacı	şapka <n> <D_CI> <n> <3p>
kederli	keder <n> <D_lI> <adj> <Djn_0> <n>
kederli	keder <n> <D_lI> <adj> <Djn_0> <n> <3s>
kederli	keder <n> <D_lI> <adj> <Djn_0> <n> <3p>
kederli	keder <n> <D_lI> <n>
kederli	keder <n> <D_lI> <n> <3s>
kederli	keder <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sesle,	sesle <v> <t_imp> <3p>
sesle,	ses <n> <D_lA> <v> <t_imp> <2s>
sesle,	ses <n> <D_lA> <v> <t_imp> <3p>
sesle,	ses <n> <ins>
sesle,	ses <n> <ins> <3s>
sesle,	ses <n> <ins> <3p>
"istediğim	iste <v> <vn_dik> <p1s>
"istediğim	iste <v> <vn_dik> <p1s> <3s>
"istediğim	iste <v> <vn_dik> <p1s> <3p>
"istediğim	iste <v> <part_dik> <1s>
"istediğim	iste <v> <part_dik> <p1s>
"istediğim	iste <v> <part_dik> <p1s> <3s>
"istediğim	iste <v> <part_dik> <p1s> <3p>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
şeyi	şey <n> <p3s> <3s>
şeyi	şey <n> <p3s> <3p>
şeyi	şey <n> <acc>
şeyi	şey <n> <acc> <3s>
şeyi	şey <n> <acc> <3p>
yapmıyor!	yap <v> <neg> <t_cont> <3p>
yapmıyor!	yap <v> <neg> <cv_iyor>
</S> </S>+ESTag
<S> <S>+BSTag
"Şimdi	şimdi <adv> <Dan_0> <n>
"Şimdi	şimdi <adv> <Dan_0> <n> <3s>
"Şimdi	şimdi <adv> <Dan_0> <n> <3p>
hep	hep <adv> <Dan_0> <n>
hep	hep <adv> <Dan_0> <n> <3s>
hep	hep <adv> <Dan_0> <n> <3p>
saat	saat <n> <3s>
saat	saat <n> <3p>
altı."	altı <n> <3s>
altı."	altı <n> <3p>
altı."	altı <num>
altı."	altı <num> <Dmn_0> <n>
altı."	altı <num> <Dmn_0> <n> <3s>
altı."	altı <num> <Dmn_0> <n> <3p>
altı."	alt <adj> <Djn_0> <n> <p3s>
altı."	alt <adj> <Djn_0> <n> <p3s> <3s>
altı."	alt <adj> <Djn_0> <n> <p3s> <3p>
altı."	alt <adj> <Djn_0> <n> <acc>
altı."	alt <adj> <Djn_0> <n> <acc> <3s>
altı."	alt <adj> <Djn_0> <n> <acc> <3p>
altı."	alt <n> <p3s>
altı."	alt <n> <p3s> <3s>
altı."	alt <n> <p3s> <3p>
altı."	alt <n> <acc>
altı."	alt <n> <acc> <3s>
altı."	alt <n> <acc> <3p>
Alice’in	<unk>
aklına	akıl <n> <p2s> <dat> <3s>
aklına	akıl <n> <p2s> <dat> <3p>
aklına	akıl <n> <p3s> <dat>
aklına	akıl <n> <p3s> <dat> <3s>
aklına	akıl <n> <p3s> <dat> <3p>
aklına	ak <n> <D_lI> <adj> <Djn_0> <n> <p2s> <dat>
aklına	ak <n> <D_lI> <adj> <Djn_0> <n> <p2s> <dat> <3s>
aklına	ak <n> <D_lI> <adj> <Djn_0> <n> <p2s> <dat> <3p>
aklına	ak <n> <D_lI> <n> <p2s> <dat>
aklına	ak <n> <D_lI> <n> <p2s> <dat> <3s>
aklına	ak <n> <D_lI> <n> <p2s> <dat> <3p>
parlak	parlak <adj> <Djn_0> <n>
parlak	parlak <adj> <Djn_0> <n> <3s>
parlak	parlak <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
fikir	fikir <n> <3s>
fikir	fikir <n> <3p>
geldi.	gel <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Burada	bura <prn> <locp> <loc> <3s>
"Burada	bura <prn> <locp> <loc> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadar	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
çay	çay <n> <3s>
çay	çay <n> <3p>
takımının	takım <n> <p2s> <gen> <3s>
takımının	takım <n> <p2s> <gen> <3p>
takımının	takım <n> <p3s> <gen>
takımının	takım <n> <p3s> <gen> <3s>
takımının	takım <n> <p3s> <gen> <3p>
dikilmesinin	dik <v> <pass> <vn_ma> <p3s> <gen> <3s>
dikilmesinin	dik <v> <pass> <vn_ma> <p3s> <gen> <3p>
sebebi	sebep <n> <p3s> <3s>
sebebi	sebep <n> <p3s> <3p>
sebebi	sebep <n> <acc>
sebebi	sebep <n> <acc> <3s>
sebebi	sebep <n> <acc> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
mu?"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Evet,	evet <adv> <Dan_0> <n>
"Evet,	evet <adv> <Dan_0> <n> <3s>
"Evet,	evet <adv> <Dan_0> <n> <3p>
"Evet,	evet <n>
