<S> <S>+BSTag
"Hangi	hangi <n> <3s>
"Hangi	hangi <n> <3p>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
etrafındaki	etraf <n> <p2s> <loc> <ki> <3s>
etrafındaki	etraf <n> <p2s> <loc> <ki> <3p>
etrafındaki	etraf <n> <p3s> <loc> <ki>
etrafındaki	etraf <n> <p3s> <loc> <ki> <3s>
etrafındaki	etraf <n> <p3s> <loc> <ki> <3p>
her	<unk>
şeye	şey <n> <dat> <3s>
şeye	şey <n> <dat> <3p>
bakmaya	bak <v> <D_mA> <n> <dat> <3s>
bakmaya	bak <v> <D_mA> <n> <dat> <3p>
bakmaya	bak <v> <neg> <t_opt> <3s>
bakmaya	bak <v> <neg> <t_opt> <3p>
bakmaya	bak <v> <vn_ma> <dat>
bakmaya	bak <v> <vn_ma> <dat> <3s>
bakmaya	bak <v> <vn_ma> <dat> <3p>
bakmaya	bak <v> <vn_mak> <dat>
bakmaya	bak <v> <vn_mak> <dat> <3s>
bakmaya	bak <v> <vn_mak> <dat> <3p>
bakmaya	bak <v> <vinf> <dat>
başladı.	baş <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
mahkeme	mahkeme <n> <3s>
mahkeme	mahkeme <n> <3p>
salonunda	salon <n> <p2s> <loc> <3s>
salonunda	salon <n> <p2s> <loc> <3p>
salonunda	salon <n> <p3s> <loc>
salonunda	salon <n> <p3s> <loc> <3s>
salonunda	salon <n> <p3s> <loc> <3p>
bulunmamıştı,	bulun <v> <neg> <t_narr> <cpl_di> <3p>
bulunmamıştı,	bulun <v> <neg> <t_narr> <3p> <cpl_di>
bulunmamıştı,	bul <v> <pass> <neg> <t_narr> <cpl_di> <3s>
bulunmamıştı,	bul <v> <pass> <neg> <t_narr> <cpl_di> <3p>
bulunmamıştı,	bul <v> <pass> <neg> <t_narr> <3p> <cpl_di>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
onlar	onlar <prn> <pers> <3s>
onlar	onlar <prn> <pers> <3p>
onlar	on <n> <D_lA> <v> <t_aor> <3s>
onlar	on <n> <D_lA> <v> <t_aor> <3p>
onlar	on <n> <3p>
onlar	on <n> <pl>
onlar	on <n> <pl> <3s>
onlar	on <n> <pl> <3p>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3s>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3p>
onlar	on <num> <Dmn_0> <n> <3p>
onlar	on <num> <Dmn_0> <n> <pl>
onlar	on <num> <Dmn_0> <n> <pl> <3s>
onlar	on <num> <Dmn_0> <n> <pl> <3p>
onlar	o <prn> <pers> <3p>
onlar	o <prn> <pers> <pl>
onlar	o <prn> <pers> <pl> <3s>
onlar	o <prn> <pers> <pl> <3p>
hakkında	hak <n> <p2s> <loc> <3s>
hakkında	hak <n> <p2s> <loc> <3p>
hakkında	hak <n> <p3s> <loc>
hakkında	hak <n> <p3s> <loc> <3s>
hakkında	hak <n> <p3s> <loc> <3p>
kitaplarda	kitap <n> <pl> <loc> <3s>
kitaplarda	kitap <n> <pl> <loc> <3p>
okumuştu	oku <v> <t_narr> <cpl_di> <3p>
okumuştu	oku <v> <t_narr> <3p> <cpl_di>
ve	ve <cnjadv>
oradaki	ora <prn> <locp> <loc> <ki> <3s>
oradaki	ora <prn> <locp> <loc> <ki> <3p>
hemen	hemen <adv> <Dan_0> <n>
hemen	hemen <adv> <Dan_0> <n> <3s>
hemen	hemen <adv> <Dan_0> <n> <3p>
hemen	hemen <n>
hemen	hemen <n> <3s>
hemen	hemen <n> <3p>
hemen	hemen <adv> <Dan_0> <n>
hemen	hemen <adv> <Dan_0> <n> <3s>
hemen	hemen <adv> <Dan_0> <n> <3p>
hemen	hemen <n>
hemen	hemen <n> <3s>
hemen	hemen <n> <3p>
her	<unk>
şeyin	şey <n> <p2s> <3s>
şeyin	şey <n> <p2s> <3p>
şeyin	şey <n> <gen>
şeyin	şey <n> <gen> <3s>
şeyin	şey <n> <gen> <3p>
adını	ad <n> <p2s> <acc> <3s>
adını	ad <n> <p2s> <acc> <3p>
adını	ad <n> <p3s> <acc>
adını	ad <n> <p3s> <acc> <3s>
adını	ad <n> <p3s> <acc> <3p>
bildiğini	bildik <adj> <Djn_0> <n> <p2s> <acc> <3s>
bildiğini	bildik <adj> <Djn_0> <n> <p2s> <acc> <3p>
bildiğini	bildik <adj> <Djn_0> <n> <p3s> <acc>
bildiğini	bildik <adj> <Djn_0> <n> <p3s> <acc> <3s>
bildiğini	bildik <adj> <Djn_0> <n> <p3s> <acc> <3p>
bildiğini	bil <v> <vn_dik> <p2s> <acc>
bildiğini	bil <v> <vn_dik> <p2s> <acc> <3s>
bildiğini	bil <v> <vn_dik> <p2s> <acc> <3p>
bildiğini	bil <v> <vn_dik> <p3s> <acc>
bildiğini	bil <v> <vn_dik> <p3s> <acc> <3s>
bildiğini	bil <v> <vn_dik> <p3s> <acc> <3p>
bildiğini	bil <v> <part_dik> <p2s> <acc>
bildiğini	bil <v> <part_dik> <p2s> <acc> <3s>
bildiğini	bil <v> <part_dik> <p2s> <acc> <3p>
bildiğini	bil <v> <part_dik> <p3s> <acc>
bildiğini	bil <v> <part_dik> <p3s> <acc> <3s>
bildiğini	bil <v> <part_dik> <p3s> <acc> <3p>
bildiğini	bil <v> <cv_dik> <p3s> <acc>
fark	fark <n> <3s>
fark	fark <n> <3p>
etmekten	et <v> <vn_mak> <abl> <3s>
etmekten	et <v> <vn_mak> <abl> <3p>
etmekten	et <v> <vinf> <abl>
etmekten	et <v> <cv_mak> <abl>
oldukça	<unk>
memnundu.	memnun <n> <cpl_di> <3p>
memnundu.	memnun <n> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
yargıç,"	yargıç <n> <3s>
yargıç,"	yargıç <n> <3p>
dedi	de <v> <t_past> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine,	kendi <n> <p2s> <dat> <3s>
kendine,	kendi <n> <p2s> <dat> <3p>
kendine,	kendi <prn> <p2s> <dat>
kendine,	kendi <prn> <p2s> <dat> <3s>
kendine,	kendi <prn> <p2s> <dat> <3p>
"çünkü	çünkü <cnjadv>
büyük	büyük <adj> <Djn_0> <n>
büyük	büyük <adj> <Djn_0> <n> <3s>
büyük	büyük <adj> <Djn_0> <n> <3p>
peruğu	peruk <n> <p3s> <3s>
peruğu	peruk <n> <p3s> <3p>
peruğu	peruk <n> <acc>
peruğu	peruk <n> <acc> <3s>
peruğu	peruk <n> <acc> <3p>
var."	var <n> <3s>
var."	var <n> <3p>
var."	var <v> <t_imp> <2s>
var."	var <v> <t_imp> <3p>
var."	var <exist> <3s>
var."	var <exist> <3p>
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
arada	ara <adj> <Djn_0> <n> <loc> <3s>
arada	ara <adj> <Djn_0> <n> <loc> <3p>
arada	ara <n> <loc>
arada	ara <n> <loc> <3s>
arada	ara <n> <loc> <3p>
yargıç	yargıç <n> <3s>
yargıç	yargıç <n> <3p>
Kral'dı;	kral <n> <cpl_di> <3p>
Kral'dı;	kral <n> <3p> <cpl_di>
ve	ve <cnjadv>
tacını	taç <n> <p2s> <acc> <3s>
tacını	taç <n> <p2s> <acc> <3p>
tacını	taç <n> <p3s> <acc>
tacını	taç <n> <p3s> <acc> <3s>
tacını	taç <n> <p3s> <acc> <3p>
peruğun	peruk <n> <p2s> <3s>
peruğun	peruk <n> <p2s> <3p>
peruğun	peruk <n> <gen>
peruğun	peruk <n> <gen> <3s>
peruğun	peruk <n> <gen> <3p>
üzerine	üzeri <n> <p2s> <dat>
üzerine	üzeri <n> <p2s> <dat> <3s>
üzerine	üzeri <n> <p2s> <dat> <3p>
üzerine	üzer <n> <p2s> <dat>
üzerine	üzer <n> <p2s> <dat> <3s>
üzerine	üzer <n> <p2s> <dat> <3p>
üzerine	üzer <n> <p3s> <dat>
üzerine	üzer <n> <p3s> <dat> <3s>
üzerine	üzer <n> <p3s> <dat> <3p>
taktığı	tak <v> <part_dik> <p3s> <3s>
taktığı	tak <v> <part_dik> <p3s> <3p>
taktığı	tak <v> <part_dik> <acc>
taktığı	tak <v> <part_dik> <acc> <3s>
taktığı	tak <v> <part_dik> <acc> <3p>
taktığı	tak <v> <cv_dik> <p3s>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
(bunu	bun <n> <p3s> <3s>
(bunu	bun <n> <p3s> <3p>
(bunu	bun <n> <acc>
(bunu	bun <n> <acc> <3s>
(bunu	bun <n> <acc> <3p>
(bunu	bu <prn> <dem> <p3s>
(bunu	bu <prn> <dem> <p3s> <3s>
(bunu	bu <prn> <dem> <p3s> <3p>
(bunu	bu <prn> <dem> <acc>
(bunu	bu <prn> <dem> <acc> <3s>
(bunu	bu <prn> <dem> <acc> <3p>
nasıl	nasıl <adv> <Dan_0> <n>
nasıl	nasıl <adv> <Dan_0> <n> <3s>
nasıl	nasıl <adv> <Dan_0> <n> <3p>
yaptığını	yap <v> <part_dik> <p2s> <acc> <3s>
yaptığını	yap <v> <part_dik> <p2s> <acc> <3p>
yaptığını	yap <v> <part_dik> <p3s> <acc>
yaptığını	yap <v> <part_dik> <p3s> <acc> <3s>
yaptığını	yap <v> <part_dik> <p3s> <acc> <3p>
yaptığını	yap <v> <cv_dik> <p3s> <acc>
görmek	gör <v> <vn_mak> <3s>
görmek	gör <v> <vn_mak> <3p>
görmek	gör <v> <vinf>
görmek	gör <v> <cv_mak>
istiyorsanız	<unk>
ön	ön <n> <3s>
ön	ön <n> <3p>
bölüme	bölüm <n> <dat> <3s>
bölüme	bölüm <n> <dat> <3p>
bölüme	bölü <n> <p1s> <dat>
bölüme	bölü <n> <p1s> <dat> <3s>
bölüme	bölü <n> <p1s> <dat> <3p>
bakın,)	bakın <v> <t_imp> <3p>
bakın,)	bakı <n> <p2s>
bakın,)	bakı <n> <p2s> <3s>
bakın,)	bakı <n> <p2s> <3p>
bakın,)	bak <v> <t_imp> <2p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
rahat	rahat <adj> <Djn_0> <n>
rahat	rahat <adj> <Djn_0> <n> <3s>
rahat	rahat <adj> <Djn_0> <n> <3p>
görünmüyordu	görün <v> <neg> <t_cont> <cpl_di> <3p>
görünmüyordu	görün <v> <neg> <t_cont> <3p> <cpl_di>
ve	ve <cnjadv>
kesinlikle	kesin <adj> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
kesinlikle	kesin <adj> <D_lIK> <n> <ins>
kesinlikle	kesin <adj> <D_lIK> <n> <ins> <3s>
kesinlikle	kesin <adj> <D_lIK> <n> <ins> <3p>
kesinlikle	kesin <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
kesinlikle	kesin <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
kesinlikle	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins>
kesinlikle	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3s>
kesinlikle	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3p>
olmuyordu.	ol <v> <neg> <t_cont> <cpl_di> <3p>
olmuyordu.	ol <v> <neg> <t_cont> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Ve	ve <cnjadv>
işte	işte <adv> <Dan_0> <n>
işte	işte <adv> <Dan_0> <n> <3s>
işte	işte <adv> <Dan_0> <n> <3p>
işte	işte <cnjadv>
işte	iş <n> <loc>
işte	iş <n> <loc> <3s>
işte	iş <n> <loc> <3p>
jüri	jüri <n> <3s>
jüri	jüri <n> <3p>
kutusu,"	kutu <n> <p3s> <3s>
kutusu,"	kutu <n> <p3s> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
"ve	ve <cnjadv>
şu	şu <prn> <dem> <3s>
şu	şu <prn> <dem> <3p>
şu	şu <det>
on	on <n> <3s>
on	on <n> <3p>
on	on <v> <t_imp> <2s>
on	on <v> <t_imp> <3p>
on	on <num>
on	on <num> <Dmn_0> <n>
on	on <num> <Dmn_0> <n> <3s>
on	on <num> <Dmn_0> <n> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
yaratık,"	yaratık <n> <3s>
yaratık,"	yaratık <n> <3p>
(gördüğünüz	gör <v> <vn_dik> <p2p>
(gördüğünüz	gör <v> <vn_dik> <p2p> <3s>
(gördüğünüz	gör <v> <vn_dik> <p2p> <3p>
(gördüğünüz	gör <v> <vn_dik> <gen> <1p>
(gördüğünüz	gör <v> <part_dik> <p2s> <1p>
(gördüğünüz	gör <v> <part_dik> <p2p>
(gördüğünüz	gör <v> <part_dik> <p2p> <3s>
(gördüğünüz	gör <v> <part_dik> <p2p> <3p>
(gördüğünüz	gör <v> <part_dik> <gen> <1p>
gibi	gibi <cnjsub>
"yaratık"	yaratık <n> <3s>
"yaratık"	yaratık <n> <3p>
demek	de <v> <vn_mak>
demek	de <v> <vn_mak> <3s>
demek	de <v> <vn_mak> <3p>
demek	de <v> <vinf>
demek	de <v> <cv_mak>
zorundaydı,	zor <adj> <Djn_0> <n> <p2s> <loc> <cpl_di> <3p>
zorundaydı,	zor <adj> <Djn_0> <n> <p2s> <loc> <3p> <cpl_di>
zorundaydı,	zor <adj> <Djn_0> <n> <p3s> <loc> <cpl_di> <3s>
zorundaydı,	zor <adj> <Djn_0> <n> <p3s> <loc> <cpl_di> <3p>
zorundaydı,	zor <adj> <Djn_0> <n> <p3s> <loc> <3p> <cpl_di>
zorundaydı,	zor <adv> <Dan_0> <n> <p2s> <loc> <cpl_di> <3s>
zorundaydı,	zor <adv> <Dan_0> <n> <p2s> <loc> <cpl_di> <3p>
zorundaydı,	zor <adv> <Dan_0> <n> <p2s> <loc> <3p> <cpl_di>
zorundaydı,	zor <adv> <Dan_0> <n> <p3s> <loc> <cpl_di> <3s>
zorundaydı,	zor <adv> <Dan_0> <n> <p3s> <loc> <cpl_di> <3p>
zorundaydı,	zor <adv> <Dan_0> <n> <p3s> <loc> <3p> <cpl_di>
çünkü	çünkü <cnjadv>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3p>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3s>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3p>
hayvandı,	hayvan <adj> <Djn_0> <n> <cpl_di> <3p>
hayvandı,	hayvan <adj> <Djn_0> <n> <3p> <cpl_di>
hayvandı,	hayvan <n> <cpl_di> <3s>
hayvandı,	hayvan <n> <cpl_di> <3p>
hayvandı,	hayvan <n> <3p> <cpl_di>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3p>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3s>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3p>
da	<unk>
kuştu,)	kuş <n> <cpl_di> <3p>
kuştu,)	kuş <n> <3p> <cpl_di>
"sanırım	<unk>
onlar	onlar <prn> <pers> <3s>
onlar	onlar <prn> <pers> <3p>
onlar	on <n> <D_lA> <v> <t_aor> <3s>
onlar	on <n> <D_lA> <v> <t_aor> <3p>
onlar	on <n> <3p>
onlar	on <n> <pl>
onlar	on <n> <pl> <3s>
onlar	on <n> <pl> <3p>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3s>
onlar	on <num> <Dmn_0> <n> <D_lA> <v> <t_aor> <3p>
onlar	on <num> <Dmn_0> <n> <3p>
onlar	on <num> <Dmn_0> <n> <pl>
onlar	on <num> <Dmn_0> <n> <pl> <3s>
onlar	on <num> <Dmn_0> <n> <pl> <3p>
onlar	o <prn> <pers> <3p>
onlar	o <prn> <pers> <pl>
onlar	o <prn> <pers> <pl> <3s>
onlar	o <prn> <pers> <pl> <3p>
jüri	jüri <n> <3s>
jüri	jüri <n> <3p>
üyeleri."	üye <n> <pl> <p3s> <3s>
üyeleri."	üye <n> <pl> <p3s> <3p>
üyeleri."	üye <n> <pl> <acc>
üyeleri."	üye <n> <pl> <acc> <3s>
üyeleri."	üye <n> <pl> <acc> <3p>
üyeleri."	üye <n> <p3p>
üyeleri."	üye <n> <p3p> <3s>
üyeleri."	üye <n> <p3p> <3p>
Bu	bu <prn> <dem> <3s>
Bu	bu <prn> <dem> <3p>
Bu	bu <det>
son	son <adj> <Djn_0> <n>
son	son <adj> <Djn_0> <n> <3s>
son	son <adj> <Djn_0> <n> <3p>
son	son <n>
son	son <n> <3s>
son	son <n> <3p>
kelimeyi	kelime <n> <acc> <3s>
kelimeyi	kelime <n> <acc> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine	kendi <n> <p2s> <dat> <3s>
kendine	kendi <n> <p2s> <dat> <3p>
kendine	kendi <prn> <p2s> <dat>
kendine	kendi <prn> <p2s> <dat> <3s>
kendine	kendi <prn> <p2s> <dat> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
üç	üç <n> <3s>
üç	üç <n> <3p>
üç	üç <num>
üç	üç <num> <Dmn_0> <n>
üç	üç <num> <Dmn_0> <n> <3s>
üç	üç <num> <Dmn_0> <n> <3p>
kez	kez <n> <3s>
kez	kez <n> <3p>
tekrarladı,	tekrarla <v> <t_past> <3p>
tekrarladı,	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_past> <3s>
tekrarladı,	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_past> <3p>
tekrarladı,	tekrar <n> <D_lA> <v> <t_past> <3s>
tekrarladı,	tekrar <n> <D_lA> <v> <t_past> <3p>
bununla	bun <n> <p2s> <ins> <3s>
bununla	bun <n> <p2s> <ins> <3p>
bununla	bu <prn> <dem> <p2s> <ins>
bununla	bu <prn> <dem> <p2s> <ins> <3s>
bununla	bu <prn> <dem> <p2s> <ins> <3p>
oldukça	<unk>
gurur	gurur <n> <3s>
gurur	gurur <n> <3p>
duyuyordu:	duy <v> <t_cont> <cpl_di> <3p>
duyuyordu:	duy <v> <t_cont> <3p> <cpl_di>
çünkü	çünkü <cnjadv>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
yaşındaki	yaş <adj> <Djn_0> <n> <p2s> <loc> <ki> <3s>
yaşındaki	yaş <adj> <Djn_0> <n> <p2s> <loc> <ki> <3p>
yaşındaki	yaş <adj> <Djn_0> <n> <p3s> <loc> <ki>
yaşındaki	yaş <adj> <Djn_0> <n> <p3s> <loc> <ki> <3s>
yaşındaki	yaş <adj> <Djn_0> <n> <p3s> <loc> <ki> <3p>
yaşındaki	yaş <n> <p2s> <loc> <ki>
yaşındaki	yaş <n> <p2s> <loc> <ki> <3s>
yaşındaki	yaş <n> <p2s> <loc> <ki> <3p>
yaşındaki	yaş <n> <p3s> <loc> <ki>
yaşındaki	yaş <n> <p3s> <loc> <ki> <3s>
yaşındaki	yaş <n> <p3s> <loc> <ki> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
az	az <adj> <Djn_0> <n>
az	az <adj> <Djn_0> <n> <3s>
az	az <adj> <Djn_0> <n> <3p>
az	az <adv>
az	az <adv> <Dan_0> <n>
az	az <adv> <Dan_0> <n> <3s>
az	az <adv> <Dan_0> <n> <3p>
az	az <v> <t_imp> <2s>
az	az <v> <t_imp> <3p>
az	az <det>
kızın	kız <adj> <Djn_0> <n> <p2s> <3s>
kızın	kız <adj> <Djn_0> <n> <p2s> <3p>
kızın	kız <adj> <Djn_0> <n> <gen>
kızın	kız <adj> <Djn_0> <n> <gen> <3s>
kızın	kız <adj> <Djn_0> <n> <gen> <3p>
kızın	kız <n> <p2s>
kızın	kız <n> <p2s> <3s>
kızın	kız <n> <p2s> <3p>
kızın	kız <n> <gen>
kızın	kız <n> <gen> <3s>
kızın	kız <n> <gen> <3p>
kızın	kız <v> <t_imp> <2p>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
anlamını	anlam <n> <p2s> <acc> <3s>
anlamını	anlam <n> <p2s> <acc> <3p>
anlamını	anlam <n> <p3s> <acc>
anlamını	anlam <n> <p3s> <acc> <3s>
anlamını	anlam <n> <p3s> <acc> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
bilmediğini	bil <v> <neg> <vn_dik> <p2s> <acc> <3s>
bilmediğini	bil <v> <neg> <vn_dik> <p2s> <acc> <3p>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc> <3s>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc> <3p>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc> <3s>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc> <3p>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc> <3s>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc> <3p>
bilmediğini	bil <v> <neg> <cv_dik> <p3s> <acc>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
ve	ve <cnjadv>
